HyScale,1,1,755,755,+12929644.0ns,+4044.0ns,+17120.0ns,0,0,17125,720.531
HyScale,2,3,1508,1508,+33821004.0ns,+8004044.0ns,+51360.0ns,0,0,20953.3,464.834
HyScale,0,1,800,800,+21700044.0ns,+8004044.0ns,+17120.0ns,0,0,27125,745.78
