# First data block (index 0)
# X   Y
#6.5158581733703613  438.76952566037636
  1  428.56517183943413
  

# Second data block (index 1)
# X   Y
#7.8642091751098633  727.08137241531608
#2  727.08137241531608
  2  669.01272927583739
#4.3620231151580811  1310.8412883302158
#4  1310.8412883302158
  4  1297.9090549226057
#6  1354.4405821881371 
  6  1222.1647817740773
#3.6851089000701904  1551.6285013696856
#8  1551.6285013696856
  8  1383.0004246960436:
